Date,Country,Region,EV Sales,Market Share %
2025-05-31,Belgium,Asia,9553,6.666666666666667
2025-05-31,Belgium,Asia,1756,6.666666666666667
2025-05-31,Canada,South America,4375,6.666768255516274
2025-05-31,Canada,Asia,12701,6.666701659720546
2025-05-31,Canada,South America,5840,6.666666666666667
2025-05-31,Canada,Asia,4481,6.666666666666667
2025-05-31,Canada,Asia,11141,6.666666666666667
2025-05-31,Canada,South America,30468,6.666681253952243
2025-05-31,Denmark,Asia,483,6.666666666666667
2025-05-31,Denmark,Asia,6880,6.666666666666667
2025-05-31,Denmark,Asia,2905,6.66681966310185
2025-05-31,Denmark,Asia,8968,6.666666666666667
2025-05-31,Denmark,Asia,9179,6.666715086720316
2025-05-31,Finland,North America,41709,6.666666666666667
2025-05-31,Germany,Asia,8901,6.6667165990083435
2025-05-31,India,Europe,119890,6.666670373770608
2025-05-31,Italy,North America,1729,6.666666666666667
2025-05-31,Italy,Asia,9326,6.666666666666667
2025-05-31,Italy,Asia,9568,6.666666666666667
2025-05-31,Japan,North America,467,6.667618503712164
2025-05-31,Japan,Asia,2834,6.666823496200805
2025-05-31,New Zealand,North America,8287,6.666666666666667
2025-05-31,Norway,Europe,6813,6.666666666666667
2025-05-31,South Korea,South America,7856,6.666666666666667
2025-05-31,South Korea,Oceania,4587,6.666763560258125
2025-06-30,Austria,Europe,11217,6.6667062893007
2025-06-30,Austria,Europe,48284,6.666666666666667
2025-06-30,Belgium,Asia,21055,6.666687775469882
2025-06-30,Belgium,Asia,12370,6.666666666666667
2025-06-30,Canada,South America,209,6.666666666666667
2025-06-30,Denmark,South America,1003,6.666666666666667
2025-06-30,Denmark,Asia,9266,6.666666666666667
2025-06-30,Denmark,Asia,1336,6.666666666666667
2025-06-30,Denmark,Asia,7270,6.666727801263653
2025-06-30,Finland,North America,6821,6.666666666666667
2025-06-30,Germany,Asia,9976,6.666711218332119
2025-06-30,Germany,Asia,13009,6.666666666666667
2025-06-30,India,Europe,42183,6.666677202786593
2025-06-30,India,Europe,2952,6.666817227127984
2025-06-30,India,Europe,788,6.6672307301802185
2025-06-30,India,Europe,109856,6.666666666666667
2025-06-30,Italy,South America,4837,6.666758552250737
2025-06-30,Italy,North America,5162,6.666666666666667
2025-06-30,Italy,Asia,6594,6.666734068689402
2025-06-30,Italy,Asia,3127,6.666666666666667
2025-06-30,Japan,Asia,471,6.6676104190260475
2025-06-30,Japan,North America,8882,6.6667167058223065
2025-06-30,Japan,Asia,2305,6.666859489790015
2025-06-30,Netherlands,North America,2989,6.666666666666667
2025-06-30,Netherlands,Europe,1288,6.666666666666667
2025-06-30,Netherlands,Europe,775,6.666666666666667
2025-06-30,South Korea,Asia,2790,6.666666666666667
2025-06-30,South Korea,Oceania,3433,6.666666666666667
2025-06-30,South Korea,Oceania,4387,6.666767977630538
2025-06-30,South Korea,South America,8353,6.666719874854343
2025-07-31,Australia,Asia,30386,6.666666666666667
2025-07-31,Belgium,Oceania,7600,6.666725146711813
2025-07-31,Canada,South America,1977,6.666666666666667
2025-07-31,Canada,South America,3112,6.666809486064397
2025-07-31,Canada,South America,31680,6.666680695876885
2025-07-31,Denmark,South America,1253,6.666666666666667
2025-07-31,Germany,Asia,6656,6.666733440839752
2025-07-31,Germany,Asia,2105,6.666877810857034
2025-07-31,Italy,South America,927,6.667146144994246
2025-07-31,Japan,North America,17858,6.666666666666667
2025-07-31,Netherlands,North America,8403,6.6667195582495
2025-07-31,Netherlands,North America,455,6.666666666666667
2025-07-31,New Zealand,North America,18038,6.666691306099369
2025-07-31,South Korea,South America,1083,6.667077074612164
2025-07-31,South Korea,Asia,22416,6.666666666666667
2025-08-31,Belgium,Oceania,2483,6.666666666666667
2025-08-31,Canada,Asia,4543,6.666764498708617
2025-08-31,Canada,Asia,43787,6.666666666666667
2025-08-31,Canada,Asia,57143,6.666666666666667
2025-08-31,Canada,Asia,1349,6.666996145102303
2025-08-31,Denmark,Asia,86,6.666666666666667
2025-08-31,Denmark,South America,97254,6.666666666666667
2025-08-31,Denmark,Asia,8054,6.666666666666667
2025-08-31,Denmark,Asia,2642,6.666666666666667
2025-08-31,Denmark,Asia,14654,6.666666666666667
2025-08-31,Denmark,Asia,27598,6.666666666666667
2025-08-31,Denmark,Asia,3620,6.666666666666667
2025-08-31,Denmark,Asia,73715,6.666672695898796
2025-08-31,Denmark,Asia,5352,6.666666666666667
2025-08-31,Denmark,South America,500,6.667555674089878
2025-08-31,Finland,North America,1238,6.667025687974581
2025-08-31,Finland,North America,3018,6.666813934480549
2025-08-31,Finland,North America,920,6.667149793463295
2025-08-31,Italy,North America,18067,6.666691266549571
2025-08-31,Italy,South America,13424,6.66669977502868
2025-08-31,Japan,North America,8106,6.666721496187977
2025-08-31,Japan,North America,679,6.667321288295365
2025-08-31,Japan,North America,6552,6.666666666666667
2025-08-31,Japan,North America,6786,6.666666666666667
2025-08-31,Netherlands,North America,5867,6.666666666666667
2025-08-31,Netherlands,North America,43788,6.666666666666667
2025-08-31,Netherlands,Europe,2102,6.666666666666667
2025-08-31,Netherlands,North America,920,6.667149793463295
2025-08-31,Netherlands,Europe,10674,6.666666666666667
2025-08-31,Norway,Europe,1980,6.666891141115862
2025-08-31,South Korea,Oceania,6796,6.666666666666667
2025-08-31,South Korea,South America,3899,6.666780657957733
2025-08-31,South Korea,Asia,9507,6.666713416173459
2025-08-31,South Korea,Asia,4561,6.666764112608531
2025-08-31,South Korea,Asia,6584,6.666666666666667
2025-09-30,Austria,Europe,1285,6.666666666666667
2025-09-30,Austria,Europe,5970,6.666741113803616
2025-09-30,Canada,South America,7187,6.66672850729101
2025-09-30,Canada,South America,2613,6.666666666666667
2025-09-30,Denmark,Asia,46038,6.666666666666667
2025-09-30,Germany,Asia,13038,6.666700755232169
2025-09-30,Germany,Asia,13394,6.666699849185452
2025-09-30,India,Europe,6612,6.666666666666667
2025-09-30,Italy,Asia,6390,6.666666666666667
2025-09-30,Italy,South America,151903,6.66666959251171
2025-09-30,Italy,South America,1180,6.666666666666667
2025-09-30,Italy,Asia,1301,6.66700830173209
2025-09-30,Japan,Asia,21713,6.666666666666667
2025-09-30,Japan,Asia,2304,6.666859573483029
2025-09-30,Netherlands,North America,5215,6.6667518920024555
2025-09-30,Netherlands,Europe,17095,6.666692665273141
2025-09-30,New Zealand,North America,6199,6.666738363589435
2025-09-30,Norway,Europe,14741,6.666666666666667
2025-09-30,South Korea,South America,19268,6.666666666666667
2025-09-30,South Korea,Oceania,12381,6.666702564157791
2025-09-30,South Korea,South America,4804,6.6667591834468976
2025-09-30,South Korea,Asia,30135,6.6666814151460985
2025-10-31,Belgium,Oceania,4536,6.666666666666667
2025-10-31,Belgium,Asia,96199,6.666671286722514
2025-10-31,Belgium,Asia,10228,6.666666666666667
2025-10-31,Canada,Asia,1497,6.666963569965262
2025-10-31,Canada,Asia,1650,6.666666666666667
2025-10-31,Denmark,Asia,8209,6.666720808225185
2025-10-31,Denmark,Asia,1377,6.666666666666667
2025-10-31,Denmark,Asia,8500,6.666666666666667
2025-10-31,Finland,North America,4109,6.666774832073206
2025-10-31,Finland,North America,17236,6.666666666666667
2025-10-31,Germany,Asia,1377,6.666666666666667
2025-10-31,India,Europe,2720,6.666666666666667
2025-10-31,India,Europe,6038,6.666666666666667
2025-10-31,Italy,South America,9589,6.6667130163938975
2025-10-31,Italy,Asia,15687,6.666666666666667
2025-10-31,Italy,Asia,4523,6.666666666666667
2025-10-31,Italy,South America,1469,6.666969229372787
2025-10-31,Netherlands,North America,13293,6.666666666666667
2025-10-31,New Zealand,North America,17568,6.666691965285236
2025-10-31,Norway,Europe,748,6.66726089669311
2025-10-31,South Korea,Oceania,13942,6.666666666666667
2025-10-31,South Korea,Oceania,2246,6.666864555196058
2025-10-31,South Korea,Asia,81260,6.666666666666667
